,token,word,frequency,n_generate
1067,41099,Dialogue,7,30
1068,49271,shall,7,30
1069,3103,Conteh,6,28
1070,49578,Lt,6,28
1071,40,IIM,6,28
1072,5247,Gojira,6,28
1073,15739,Skyrim,6,28
1074,3123,LeVert,6,28
1075,23159,Adamant,6,28
1076,20180,Elementary,6,28
1077,19962,Daniela,6,28
1078,29571,Eighteenth,6,28
1079,34648,Jess,6,28
1080,21926,Forti,6,28
1081,26449,Wordsworth,6,28
1082,44045,Rachelle,6,28
1083,12805,NYWC,6,28
1084,37065,Graph,6,28
1085,47404,Claiborne,6,28
1086,8496,Wherever,6,28
1087,13543,Firefly,6,28
1088,44993,Southernplayalisticadillacmuzik,6,28
1089,25302,Draw,6,28
1090,11547,Productions,6,28
1091,42813,includes,6,28
1092,48059,Otherwise,6,28
1093,29252,Momolo,6,28
1094,4059,500,6,28
1095,27,<,6,28
1096,16616,113Uut,6,28
1097,27204,RNAi,6,28
1098,447,※,6,28
1099,24387,Coinage,6,28
1100,46890,Increase,6,28
1101,27313,Category,6,28
1102,847,other,6,28
1103,32069,Wolfman,6,28
1104,19006,Finalists,6,28
1105,23664,1980s,6,28
1106,13893,because,6,28
1107,35854,Kind,6,28
1108,5883,UM,6,28
1109,6876,Tube,6,28
1110,27248,Photons,6,28
1111,23318,Giveamanakick,6,28
1112,33420,Website,6,28
1113,7340,UGO,6,28
1114,48098,Hugill,6,28
1115,16580,NOTE,6,28
1116,47663,Huntford,6,28
1117,34770,373rd,6,28
1118,34184,Constitutional,6,28
1119,44939,Customer,6,28
1120,43199,Arens,6,28
1121,19746,Content,6,28
1122,35596,Simply,6,28
1123,15322,Rated,6,28
1124,44898,Weak,6,28
1125,36621,Definition,6,28
1126,24363,Joined,6,28
1127,42974,Fragile,6,28
1128,15924,Roberta,6,28
1129,19188,would,6,28
1130,28350,Usage,6,28
1131,10396,vol,6,28
1132,33129,Delivery,6,28
1133,25214,Askam,6,28
1134,28489,Economically,6,28
1135,26677,CryoSat,6,28
1136,44683,Proof,6,28
1137,17518,Material,6,28
1138,37725,Virtual,6,28
1139,31948,Monthly,6,28
1140,40555,Sleepy,6,28
1141,29828,Board,6,28
1142,16315,119Uue,6,28
1143,6981,AND,6,28
1144,17213,FX,6,28
1145,36970,Charges,6,28
1146,28595,Times,6,28
1147,33177,CAP,6,28
1148,41657,Materials,6,28
1149,20032,FINA,6,28
1150,25381,Thursday,6,28
1151,36122,Ultra,6,28
1152,29267,IFFHS,6,28
1153,359,illu,6,28
1154,30547,Area,6,28
1155,27732,Attack,6,28
1156,20031,RP,6,28
1157,22453,Ability,6,28
1158,17913,boroughs,6,28
1159,1154,pleaded,6,28
1160,5189,Ofcom,5,25
1161,24206,Majora,5,25
1162,36575,bold,5,25
1163,10044,Paragraph,5,25
1164,4366,Somehow,5,25
1165,2327,35th,5,25
1166,46691,CEO,5,25
1167,12832,Acquacotta,5,25
1168,32610,Civilians,5,25
1169,19585,Joehana,5,25
1170,32163,Levski,5,25
1171,10019,NextWorth,5,25
1172,14993,Linwood,5,25
1173,46182,Launching,5,25
1174,22747,Thirdly,5,25
1175,46817,evidence,5,25
1176,7004,Subdivision,5,25
1177,46655,Sitatunga,5,25
1178,45356,Blocks,5,25
1179,13482,Godsmack,5,25
1180,5248,Specht,5,25
1181,4537,PAF,5,25
1182,30556,Same,5,25
1183,2548,38,5,25
1184,23002,Execution,5,25
1185,42369,Vertigo,5,25
1186,17908,Augustin,5,25
1187,4349,51,5,25
1188,33394,352nd,5,25
1189,35191,Affondatore,5,25
1190,31560,Circinus,5,25
1191,23381,Menuetto,5,25
1192,5956,Lasting,5,25
1193,23709,Icehouse,5,25
1194,48230,BuzzSaw,5,25
1195,39443,Isaacson,5,25
1196,18565,Lovejoy,5,25
1197,48313,Translation,5,25
1198,4805,PRSA,5,25
1199,5523,Âsâr,5,25
1200,31274,Ohioan,5,25
1201,26861,ACC,5,25
1202,38897,Experts,5,25
1203,33574,Flo,5,25
1204,46772,Piracy,5,25
1205,45170,Chestnut,5,25
1206,32378,Goldenheart,5,25
1207,1983,27th,5,25
1208,2078,28th,5,25
1209,46770,Choice,5,25
1210,44077,Trainor,5,25
1211,41309,Companion,5,25
1212,42950,Paperback,5,25
1213,15732,Index,5,25
1214,49562,Frauenlob,5,25
1215,26638,β,5,25
1216,29208,CBC,5,25
1217,24941,Documentary,5,25
1218,34703,μ,5,25
1219,44458,Spread,5,25
1220,43413,Blek,5,25
1221,23257,Plug,5,25
1222,23725,Secretariat,5,25
1223,29783,FutureSex,5,25
1224,1106,....,5,25
1225,17885,450,5,25
1226,23798,Iranian,5,25
1227,27447,Shadowrun,5,25
1228,16676,Remembering,5,25
1229,39748,population,5,25
1230,32078,NFL,5,25
1231,10128,Msambweni,5,25
1232,44814,Ukraine,5,25
1233,40322,Repeat,5,25
1234,40906,EPA,5,25
1235,5603,TABOO,5,25
1236,40734,ISO,5,25
1237,32071,Creating,5,25
1238,34500,Integrity,5,25
1239,492,..,5,25
1240,5774,87,5,25
1241,16594,Write,5,25
1242,21016,TD,5,25
1243,31584,Strike,5,25
1244,5705,84,5,25
1245,26453,Unit,5,25
1246,39338,AIDS,5,25
1247,32103,Driver,5,25
1248,33866,IQ,5,25
1249,23536,oxygen,5,25
1250,42159,Reporting,5,25
1251,7783,return,5,25
1252,18298,116Lv,5,25
1253,35955,Unity,5,25
1254,35742,iOS,5,25
1255,48477,Evil,5,25
1256,20751,complete,5,25
1257,31431,Types,5,25
1258,10755,about,5,25
1259,7998,HSV,5,25
1260,2919,08,5,25
1261,26,;,5,25
1262,2475,limiting,5,25
1263,14557,social,5,25
1264,36452,Muslims,5,25
1265,42832,sleep,5,25
1266,3697,FLCL,5,25
1267,35705,≈,5,25
1268,158,⌋,5,25
1269,30916,Width,5,25
1270,19146,BLEU,5,25
1271,16254,FIG,5,25
1272,32321,392nd,5,25
1273,2676,iterations,5,25
1274,49513,DCS,5,25
1275,47149,ADS,5,25
1276,44214,616,5,25
1277,33776,Malley,5,25
1278,17657,117Uus,4,23
1279,1135,Weiquan,4,23
1280,11041,Useful,4,23
1281,28711,Charlesworth,4,23
1282,10915,Thoughts,4,23
1283,3886,Byne,4,23
1284,30403,Nickell,4,23
1285,37146,Contributions,4,23
1286,19591,Raynolds,4,23
1287,24227,WesternU,4,23
1288,45487,Robertsbridge,4,23
1289,46724,Crews,4,23
1290,37590,Dubroff,4,23
1291,14941,Citygarden,4,23
1292,17784,Carex,4,23
1293,36423,Slowly,4,23
1294,22405,Thomasomys,4,23
1295,26031,Monti,4,23
1296,50249,Comparatively,4,23
1297,9171,Meteora,4,23
1298,15234,provide,4,23
1299,25437,Micelotta,4,23
1300,10262,Agordat,4,23
1301,48015,Brendli,4,23
1302,38782,Truthiness,4,23
1303,7248,Seto,4,23
1304,38069,Gerlachovský,4,23
1305,47384,Measurement,4,23
1306,3682,42,4,23
1307,2725,Phua,4,23
1308,33048,Ricki,4,23
1309,14772,LaVey,4,23
1310,15187,140,4,23
1311,48407,Chanzy,4,23
1312,30986,1970s,4,23
1313,18843,Operates,4,23
1314,33754,Ramaria,4,23
1315,33771,Flytoget,4,23
1316,47362,Savile,4,23
1317,13450,Angier,4,23
1318,45713,Thunderbolt,4,23
1319,4790,73,4,23
1320,15,0verflow,4,23
1321,36534,Babyface,4,23
1322,127,Æthelnoth,4,23
1323,43189,Chair,4,23
1324,2682,34th,4,23
1325,43445,Peaceful,4,23
1326,18819,Leftover,4,23
1327,42528,Xi,4,23
1328,46541,Integer,4,23
1329,13912,Mapenor,4,23
1330,28813,Diffie,4,23
1331,30074,Gotye,4,23
1332,20670,Obviously,4,23
1333,8905,EPs,4,23
1334,24361,Question,4,23
1335,35114,Feelings,4,23
1336,14881,Basehead,4,23
1337,21197,Photos,4,23
1338,47010,Maps,4,23
1339,24021,Arcidiacono,4,23
1340,43061,Saltwell,4,23
1341,37207,Lynott,4,23
1342,15377,102No,4,23
1343,36727,Policy,4,23
1344,38490,Painter,4,23
1345,15597,Keeps,4,23
1346,34389,Finely,4,23
1347,43417,Dominator,4,23
1348,29391,Stagecoach,4,23
1349,23028,Improving,4,23
1350,38825,Solaris,4,23
1351,896,its,4,23
1352,11284,support,4,23
1353,48280,Daddy,4,23
1354,33651,Shielded,4,23
1355,17633,Modeled,4,23
1356,3727,ODST,4,23
1357,10430,Date,4,23
1358,41426,Protecting,4,23
1359,23726,142nd,4,23
1360,33481,Bulbs,4,23
1361,41339,Grid,4,23
1362,50232,Skipsea,4,23
1363,36003,Marginal,4,23
1364,43633,CUWBC,4,23
1365,40961,Disk,4,23
1366,33873,Sold,4,23
1367,4598,do,4,23
1368,6559,den,4,23
1369,20839,did,4,23
1370,18243,Searching,4,23
1371,4089,98,4,23
1372,27054,Scheer,4,23
1373,13252,ROYAL,4,23
1374,19031,Loading,4,23
1375,34189,Border,4,23
1376,43198,Decrease,4,23
1377,48236,Toyosaki,4,23
1378,30507,Broadhurst,4,23
1379,44857,Districts,4,23
1380,28848,Governmental,4,23
1381,2999,02,4,23
1382,42426,Oakwood,4,23
1383,9598,UCSC,4,23
1384,18108,had,4,23
1385,23141,½,4,23
1386,36787,Premium,4,23
1387,48835,Previewing,4,23
1388,47473,Registered,4,23
1389,14363,his,4,23
1390,548,very,4,23
1391,8807,only,4,23
1392,1899,60th,4,23
1393,26392,Really,4,23
1394,48625,Oracle,4,23
1395,25154,COL,4,23
1396,22332,WD,4,23
1397,24123,Intel,4,23
1398,16402,POJ,4,23
1399,43221,FN,4,23
1400,40141,Orange,4,23
1401,23416,Application,4,23
1402,4514,while,4,23
1403,33643,ρ,4,23
1404,29447,Interstitial,4,23
1405,36510,Remote,4,23
1406,4919,how,4,23
1407,25819,Reilly,4,23
1408,7200,°,4,23
1409,3826,see,4,23
1410,13003,Added,4,23
1411,48860,Interested,4,23
1412,16799,127th,4,23
1413,27877,242,4,23
1414,9288,test,4,23
1415,21982,LOOC,4,23
1416,9319,low,4,23
1417,48487,Leary,4,23
1418,15916,GCI,4,23
1419,37535,Flow,4,23
1420,49630,Capture,4,23
1421,4521,86,4,23
1422,25097,Movie,4,23
1423,25423,Software,4,23
1424,24853,Donnell,4,23
1425,39401,Prosecutors,4,23
1426,5324,xx,4,23
1427,10547,Fiorentina,4,23
1428,36854,Prevailing,4,23
1429,49865,Hardware,4,23
1430,22649,gas,4,23
1431,23160,lbw,4,23
1432,48682,Statement,4,23
1433,5631,DAB,4,23
1434,30150,Entry,4,23
1435,32754,RF,4,23
1436,39516,Loop,4,23
1437,12637,Reuters,4,23
1438,47357,WHEREAS,4,23
1439,23331,Friend,4,23
1440,39226,412th,4,23
1441,43559,THIS,4,23
1442,47493,516,4,23
1443,32118,343,4,23
1444,38296,Launch,4,23
1445,3364,king,4,23
1446,7252,aa,4,23
1447,27914,Remove,4,23
1448,48192,RGIA,4,23
1449,29584,Java,4,23
1450,44947,YA,4,23
1451,31128,358,4,23
1452,16817,118Uuo,4,23
1453,26604,¶,4,23
1454,15199,BBRC,4,23
1455,11828,Description,4,23
1456,38149,Configuration,4,23
1457,21426,divisional,4,23
1458,13024,VR,4,23
1459,48505,Ireleth,4,23
1460,34970,UA,4,23
1461,93,~,4,23
1462,9527,Elphaba,3,20
1463,13615,Returned,3,20
1464,6385,Sincerely,3,20
1465,24474,GamesTM,3,20
1466,45,Nelsen,3,20
1467,39299,Egyptologist,3,20
1468,26469,Certainty,3,20
1469,57,Zennor,3,20
1470,14731,Jameson,3,20
1471,38848,Francois,3,20
1472,5841,Modelling,3,20
1473,47511,Jarome,3,20
1474,13217,Antlion,3,20
1475,3163,Argento,3,20
1476,41912,Pinkie,3,20
1477,10333,2010s,3,20
1478,42937,VIDEO,3,20
1479,13800,Pressman,3,20
1480,32835,USSOCOM,3,20
1481,12679,Breuer,3,20
1482,35155,Casas,3,20
1483,16562,114Fl,3,20
1484,34605,Forestry,3,20
1485,18712,Smallwood,3,20
1486,10161,Emeli,3,20
1487,21575,Commandaria,3,20
1488,4221,THSRC,3,20
1489,37385,Bridgeoporus,3,20
1490,33758,Tsongas,3,20
1491,44596,Discover,3,20
1492,32304,Lioba,3,20
1493,38503,1960s,3,20
1494,2598,44th,3,20
1495,47213,Environmentalists,3,20
1496,11085,first,3,20
1497,12740,MDNA,3,20
1498,9921,Medaka,3,20
1499,25515,Sayn,3,20
1500,32895,Sonya,3,20
1501,22290,Jesper,3,20
1502,11518,Maxinquaye,3,20
1503,31579,Jereboam,3,20
1504,17798,Billiards,3,20
1505,17402,Washingtonian,3,20
1506,36635,Perfectionist,3,20
1507,39709,Waveguides,3,20
1508,11230,GOI,3,20
1509,9099,don,3,20
1510,45580,Crimea,3,20
1511,42663,Fueled,3,20
1512,2662,OMB,3,20
1513,27353,WCSP,3,20
1514,47117,Relationship,3,20
1515,50237,Revolutionary,3,20
1516,8912,Load,3,20
1517,27535,Crucibulum,3,20
1518,30670,Flashback,3,20
1519,25610,Smartphones,3,20
1520,17171,Editorial,3,20
1521,1120,50m,3,20
1522,3980,56,3,20
1523,17511,GHV2,3,20
1524,43145,XXX,3,20
1525,48894,916th,3,20
1526,26886,Carlotta,3,20
1527,25842,Bodyguard,3,20
1528,42981,Mercenaries,3,20
1529,8206,Textile,3,20
1530,23067,Designing,3,20
1531,16192,Marchant,3,20
1532,33616,Foreigners,3,20
1533,26737,Rarebit,3,20
1534,18742,155th,3,20
1535,47531,Improvement,3,20
1536,29990,Scale,3,20
1537,11598,ACE,3,20
1538,3901,41st,3,20
1539,23061,Listeners,3,20
1540,37849,Blakeley,3,20
1541,16501,Snack,3,20
1542,23812,Knowle,3,20
1543,9374,bn,3,20
1544,18610,Effectively,3,20
1545,4550,Addax,3,20
1546,20489,Deadly,3,20
1547,31737,Breakdowns,3,20
1548,19891,1990s,3,20
1549,15580,Build,3,20
1550,4694,TSR,3,20
1551,15167,Programmed,3,20
1552,13159,non,3,20
1553,28592,253,3,20
1554,43632,Cub,3,20
1555,41861,Royalist,3,20
1556,1495,25th,3,20
1557,45767,Distance,3,20
1558,10798,VideoGamer.com,3,20
1559,1456,here,3,20
1560,39239,certain,3,20
1561,7680,View,3,20
1562,36261,Departmental,3,20
1563,12295,Neversoft,3,20
1564,46399,Putting,3,20
1565,15057,Numbering,3,20
1566,42416,Ledonne,3,20
1567,13007,Studying,3,20
1568,9464,left,3,20
1569,38224,Masaccio,3,20
1570,15259,180,3,20
1571,41384,Factor,3,20
1572,23721,238,3,20
1573,30571,Dreamtime,3,20
1574,4339,BAFTA,3,20
1575,23678,MINDS,3,20
1576,13992,giving,3,20
1577,3500,using,3,20
1578,29733,Employed,3,20
1579,18102,Household,3,20
1580,40454,1920s,3,20
1581,9690,Thanksgiving,3,20
1582,35498,Luck,3,20
1583,14686,112Cn,3,20
1584,26282,lift,3,20
1585,20795,Novomessor,3,20
1586,41351,Tesla,3,20
1587,85,vols,3,20
1588,21870,NFWA,3,20
1589,782,ng,3,20
1590,4803,house,3,20
1591,338,'s,3,20
1592,33236,Resources,3,20
1593,41451,Isn,3,20
1594,2154,70,3,20
1595,47710,Diamondback,3,20
1596,26009,FDJ,3,20
1597,15542,three,3,20
1598,44206,Visionary,3,20
1599,30428,CTV,3,20
1600,42249,Requirements,3,20
1601,28316,Charged,3,20
1602,38816,Feature,3,20
1603,17077,wait,3,20
1604,39377,λ,3,20
1605,17353,Wouldn,3,20
1606,20560,Input,3,20
1607,18709,Processing,3,20
1608,1820,my,3,20
1609,36028,Magazine,3,20
1610,12942,direct,3,20
1611,23903,Comments,3,20
1612,2780,4859,3,20
1613,22658,Store,3,20
1614,37310,Boss,3,20
1615,35613,LOADED,3,20
1616,4869,71,3,20
1617,10919,what,3,20
1618,26133,Tuesday,3,20
1619,2718,37,3,20
1620,6200,300th,3,20
1621,41279,provided,3,20
1622,3023,04,3,20
1623,2931,09,3,20
1624,48645,513th,3,20
1625,48170,517th,3,20
1626,11395,Value,3,20
1627,23044,Workshops,3,20
1628,2971,light,3,20
1629,31815,Links,3,20
1630,30638,Clearly,3,20
1631,24401,ARA,3,20
1632,43023,Uncommon,3,20
1633,27726,Extraordinary,3,20
1634,45008,Reasonably,3,20
1635,22437,does,3,20
1636,42322,Personally,3,20
1637,12982,Userkaf,3,20
1638,11084,fish,3,20
1639,46650,Liberalism,3,20
1640,49136,Ecstasy,3,20
1641,9579,through,3,20
1642,31206,Iraqi,3,20
1643,11249,build,3,20
1644,5097,CLG,3,20
1645,27722,Autoimmune,3,20
1646,25591,those,3,20
1647,31851,Choose,3,20
1648,37559,Scotia,3,20
1649,31425,Storage,3,20
1650,2816,55th,3,20
1651,29064,Overview,3,20
1652,785,comparisons,3,20
1653,43961,Domain,3,20
1654,8818,function,3,20
1655,5171,can,3,20
1656,5832,you,3,20
1657,1662,not,3,20
1658,17464,124th,3,20
1659,32603,WikiLeaks,3,20
1660,14150,have,3,20
1661,42007,Arkwright,3,20
1662,22810,Factory,3,20
1663,15255,det,3,20
1664,26982,von,3,20
1665,36171,Recommended,3,20
1666,39643,Mouse,3,20
1667,27379,each,3,20
1668,808,row,3,20
1669,36380,traditional,3,20
1670,486,01,3,20
1671,27218,these,3,20
1672,8499,after,3,20
1673,33800,Craven,3,20
1674,14337,four,3,20
1675,15571,SNK,3,20
1676,37411,Honest,3,20
1677,34694,TIME,3,20
1678,929,up,3,20
1679,23266,Vs.,3,20
1680,49043,Raiders,3,20
1681,39764,MN,3,20
1682,2414,64th,3,20
1683,45844,Mania,3,20
1684,32446,decltype,3,20
1685,48400,Grabbed,3,20
1686,39317,Interface,3,20
1687,47429,Helper,3,20
1688,12865,900,3,20
1689,45882,Edited,3,20
1690,31667,UV,3,20
1691,25902,Topics,3,20
1692,31435,TPP,3,20
1693,134,ʿUmar,3,20
1694,6322,DPB,3,20
1695,29869,Container,3,20
1696,3070,03,3,20
1697,2713,05,3,20
1698,11262,AST,3,20
1699,10508,such,3,20
1700,37379,NESCo,3,20
1701,35013,Quality,3,20
1702,16412,EA,3,20
1703,805,man,3,20
1704,4098,eat,3,20
1705,7091,she,3,20
1706,16922,Exceptionally,3,20
1707,42422,MU5,3,20
1708,7829,player,3,20
1709,33583,Applicants,3,20
1710,41856,WHO,3,20
1711,2435,time,3,20
1712,47643,IPS,3,20
1713,8906,despot,3,20
1714,38325,ćesar,3,20
1715,42826,Netflix,3,20
1716,5539,2017,3,20
1717,25527,WPBO,3,20
1718,22417,Filter,3,20
1719,25206,Sendai,3,20
1720,31496,337th,3,20
1721,37374,Required,3,20
1722,41488,Compare,3,20
1723,33634,Reader,3,20
1724,19238,OF,3,20
1725,29138,RM,3,20
1726,15972,TM,3,20
1727,45776,Deal,3,20
1728,45607,WB,3,20
1729,28656,HTML,3,20
1730,12081,never,3,20
1731,8979,File,3,20
1732,3528,IG,3,20
1733,29009,OTA,3,20
1734,36150,1600,3,20
1735,10445,Senel,2,15
1736,32,Amit,2,15
1737,23195,275,2,15
1738,12952,130,2,15
1739,17,2Pt,2,15
1740,1954,23d,2,15
1741,30313,Excepting,2,15
1742,30099,FairTax,2,15
1743,4653,Seikon,2,15
1744,19620,Olde,2,15
1745,38576,Rhondda,2,15
1746,2437,Howood,2,15
1747,12510,Threefold,2,15
1748,22648,Musicologists,2,15
1749,14478,Passages,2,15
1750,31439,Modernisation,2,15
1751,30228,Personalized,2,15
1752,14942,Southdale,2,15
1753,26374,Kimagure,2,15
1754,11122,Slint,2,15
1755,13787,Tomás,2,15
1756,12218,Generalized,2,15
1757,12885,Handkea,2,15
1758,16170,AirSpace,2,15
1759,19626,Considerations,2,15
1760,6104,Evenings,2,15
1761,21979,Catawba,2,15
1762,22362,Estado,2,15
1763,4711,Theseus,2,15
1764,18454,Madgulkar,2,15
1765,1537,Butlins,2,15
1766,28827,Elektra,2,15
1767,32517,Layout,2,15
1768,25460,Pressey,2,15
1769,38097,Towne,2,15
1770,31199,Libertad,2,15
1771,31805,Fitna,2,15
1772,2898,Tracheotomy,2,15
1773,47733,Motoki,2,15
1774,35857,Freshman,2,15
1775,26254,Cutts,2,15
1776,6423,Thennavan,2,15
1777,38588,NPR,2,15
1778,22022,Damageplan,2,15
1779,20245,Satyavati,2,15
1780,14155,MacCarthy,2,15
1781,7708,FAW,2,15
1782,45307,Wheelchair,2,15
1783,11838,Servant,2,15
1784,32476,Henryk,2,15
1785,33336,Holyoak,2,15
1786,42633,Hurlford,2,15
1787,4507,Quaggas,2,15
1788,49799,Napoléon,2,15
1789,18858,Annabel,2,15
1790,25574,Technologically,2,15
1791,34349,Clegg,2,15
1792,9012,Statewide,2,15
1793,13856,Deliverance,2,15
1794,16073,Mikel,2,15
1795,8890,Simonds,2,15
1796,9914,Carrols,2,15
1797,43957,Fabry,2,15
1798,22697,Marcoux,2,15
1799,38248,Jeanette,2,15
1800,34652,Survived,2,15
1801,31466,Talon,2,15
1802,38887,Ladytron,2,15
1803,34163,Behindwoods,2,15
1804,42074,Villarreal,2,15
1805,24539,Lengthy,2,15
1806,10418,Menominee,2,15
1807,18897,264,2,15
1808,43471,Megaforce,2,15
1809,5080,Twister,2,15
1810,45896,Bedlington,2,15
1811,28951,Reba,2,15
1812,32173,Stormy,2,15
1813,19246,Develop,2,15
1814,21991,Noragami,2,15
1815,12256,Whitecraigs,2,15
1816,17821,Truex,2,15
1817,12211,Secondaries,2,15
1818,20490,Humanist,2,15
1819,22882,Specimen,2,15
1820,25486,Malevolent,2,15
1821,17584,Afraid,2,15
1822,31258,Andreacarus,2,15
1823,38708,Alexanderplatz,2,15
1824,14398,Euroleon,2,15
1825,22993,Gunnersbury,2,15
1826,35452,Mountstuart,2,15
1827,18716,Styrmir,2,15
1828,15721,Trapped,2,15
1829,31407,Banditti,2,15
1830,15878,Fieldy,2,15
1831,7279,Disseminated,2,15
1832,16966,Lawrie,2,15
1833,23921,Everlife,2,15
1834,33428,Georgi,2,15
1835,49680,Philippoteaux,2,15
1836,21478,Illia,2,15
1837,40441,Craigiehall,2,15
1838,25478,Parking,2,15
1839,5842,Usain,2,15
1840,14539,Entally,2,15
1841,24111,Frenchy,2,15
1842,38918,Randeep,2,15
1843,18861,Bobbie,2,15
1844,16818,Thread,2,15
1845,33018,Juenger,2,15
1846,37522,Venkatesh,2,15
1847,44015,Sequencing,2,15
1848,23581,Grandaddy,2,15
1849,4303,SPW,2,15
1850,20344,Distillation,2,15
1851,4309,52,2,15
1852,18308,Harrya,2,15
1853,44802,Gyromancer,2,15
1854,40656,Robinet,2,15
1855,20298,Christiane,2,15
1856,31294,Wiene,2,15
1857,13195,Warramunga,2,15
1858,15309,Alexandrinus,2,15
1859,35392,Individualist,2,15
1860,46933,Solidifying,2,15
1861,1157,11O,2,15
1862,25309,Wayzata,2,15
1863,40059,Naraka,2,15
1864,24334,CaCl2,2,15
1865,16748,Osvetnik,2,15
1866,14617,Longworth,2,15
1867,18743,Ordering,2,15
1868,25255,Atlus,2,15
1869,40979,Nikabrik,2,15
1870,22603,Millhouse,2,15
1871,26554,Boyack,2,15
1872,14402,Testbed,2,15
1873,28937,Cooked,2,15
1874,42801,SiO2,2,15
1875,19117,Sepioteuthis,2,15
1876,24778,Martinete,2,15
1877,45766,Ivaylo,2,15
1878,4825,TCF,2,15
1879,19221,Salamander,2,15
1880,38114,Strangely,2,15
1881,34086,sent,2,15
1882,16544,camp,2,15
1883,21206,AudioFile,2,15
1884,16108,Applewood,2,15
1885,17889,Hitchens,2,15
1886,3388,69,2,15
1887,25667,231,2,15
1888,27277,357th,2,15
1889,2079,9900,2,15
1890,25710,295,2,15
1891,23756,141st,2,15
1892,34626,394th,2,15
1893,13464,104th,2,15
1894,22515,305,2,15
1895,25707,244,2,15
1896,31087,Roseland,2,15
1897,46181,Qualitative,2,15
1898,24220,Latrun,2,15
1899,33711,Locher,2,15
1900,45750,Narrated,2,15
1901,13838,Authorised,2,15
1902,23722,Could,2,15
1903,38972,Tedder,2,15
1904,39358,Geneon,2,15
1905,10020,Russi,2,15
1906,20366,Freakley,2,15
1907,25559,Conditional,2,15
1908,128,Đurišić,2,15
1909,36248,Dualism,2,15
1910,29352,Gallery,2,15
1911,12161,NEVER,2,15
1912,13383,Mainz,2,15
1913,27917,Rodis,2,15
1914,3003,whereas,2,15
1915,24016,Louder,2,15
1916,45182,Veterinary,2,15
1917,39470,Column,2,15
1918,46700,FILA,2,15
1919,22396,Junagarh,2,15
1920,17005,Texaco,2,15
1921,7407,Edina,2,15
1922,18649,Congolese,2,15
1923,43806,Codenamed,2,15
1924,14055,Corelli,2,15
1925,33152,flags,2,15
1926,11377,public,2,15
1927,30116,Accountability,2,15
1928,35364,NaturalMotion,2,15
1929,25685,TalkWorks,2,15
1930,15842,Contents,2,15
1931,49450,Woide,2,15
1932,9310,ds,2,15
1933,4480,withdrew,2,15
1934,36699,Courtly,2,15
1935,273,oranges,2,15
1936,14518,Buyers,2,15
1937,26903,Azalais,2,15
1938,71,hästen,2,15
1939,31160,AnnaSophia,2,15
1940,44558,VOLUME,2,15
1941,3978,IIHF,2,15
1942,44687,Brainwashing,2,15
1943,5195,Whyte,2,15
1944,8491,Areoles,2,15
1945,37308,Fordham,2,15
1946,11605,Storytelling,2,15
1947,34823,Fathers,2,15
1948,5237,62nd,2,15
1949,24339,232Th,2,15
1950,18332,Feedback,2,15
1951,42741,Celebrating,2,15
1952,43767,Dustbin,2,15
1953,34363,Participating,2,15
1954,8784,101st,2,15
1955,22800,252,2,15
1956,36244,311,2,15
1957,47627,Pittsfield,2,15
1958,15426,750,2,15
1959,42484,Benzoyl,2,15
1960,32274,Csupó,2,15
1961,39002,wine,2,15
1962,11718,heroes,2,15
1963,15332,people,2,15
1964,126,³,2,15
1965,28653,Bottoms,2,15
1966,19076,Mode,2,15
1967,10962,Tabley,2,15
1968,45081,Tapeworm,2,15
1969,35320,Animators,2,15
1970,45474,Rectrices,2,15
1971,45828,upper,2,15
1972,6511,long,2,15
1973,41004,checking,2,15
1974,283,arrive,2,15
1975,38416,Brandeis,2,15
1976,45530,Fourthly,2,15
1977,13033,points,2,15
1978,39776,FIRST,2,15
1979,10725,MANYA,2,15
1980,24693,237Np,2,15
1981,47889,Guidebooks,2,15
1982,38963,Slotin,2,15
1983,44948,Upgrade,2,15
1984,49664,Yanayev,2,15
1985,10459,source,2,15
1986,14529,BD,2,15
1987,45803,Tactile,2,15
1988,10503,NG,2,15
1989,47051,Escherichia,2,15
1990,1921,ASME,2,15
1991,4146,IL,2,15
1992,23858,Owned,2,15
1993,33538,CV,2,15
1994,38670,Witnessing,2,15
1995,14961,Lear,2,15
1996,23919,Cryptic,2,15
1997,952,io9,2,15
1998,24670,Mexicans,2,15
1999,39750,Filmcritic.com,2,15
2000,23081,Alternately,2,15
2001,10100,Stringer,2,15
2002,3720,79th,2,15
2003,10292,Forceps,2,15
2004,13965,NEWA,2,15
2005,11261,may,2,15
2006,15992,bone,2,15
2007,2032,swap,2,15
2008,33890,Saeed,2,15
2009,22842,384th,2,15
2010,21864,Button,2,15
2011,18376,122nd,2,15
2012,10163,123d,2,15
2013,32657,Cleanth,2,15
2014,41257,LG,2,15
2015,27734,LT,2,15
2016,8141,CAIRO,2,15
2017,49322,Deployment,2,15
2018,2606,OUWBC,2,15
2019,34301,Prosecutor,2,15
2020,10002,Download,2,15
2021,31646,Shockwave,2,15
2022,8601,making,2,15
2023,41294,Spiderland,2,15
2024,49046,Course,2,15
2025,49793,Securely,2,15
2026,22401,Wallwork,2,15
2027,16670,although,2,15
2028,11274,good,2,15
2029,2791,66th,2,15
2030,7155,Followed,2,15
2031,21754,should,2,15
2032,40161,Values,2,15
2033,34947,Versicle,2,15
2034,46512,Fax,2,15
2035,33479,within,2,15
2036,4090,SAH,2,15
2037,18458,157th,2,15
